age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
working adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Female,overtime,United-States,<=50K
working adult,Federal-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
working adult,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,overtime,United-States,<=50K
working adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,overtime,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,<=50K
retirement,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Unmarried,White,Male,part-time,United-States,<=50K
working adult,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
working adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Bachelors,Married-spouse-absent,Transport-moving,Unmarried,White,Male,part-time,Columbia,<=50K
working adult,Private,Prof-school,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,full-time,United-States,<=50K
working adult,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
working adult,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,full-time,United-States,<=50K
working adult,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,overtime,United-States,<=50K
retirement,Private,9th,Separated,Farming-fishing,Not-in-family,Black,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,full-time,United-States,>50K
working adult,Self-emp-inc,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,overtime,Japan,>50K
working adult,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Other,Male,full-time,United-States,>50K
working adult,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,<=50K
working adult,Local-gov,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,full-time,United-States,<=50K
working adult,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Private,Assoc-acdm,Never-married,Prof-specialty,Own-child,White,Male,part-time,United-States,<=50K
working adult,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,El-Salvador,<=50K
working adult,Private,Assoc-acdm,Never-married,Transport-moving,Own-child,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,>50K
working adult,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,overtime,United-States,>50K
retirement,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,part-time,United-States,<=50K
working adult,Self-emp-inc,Some-college,Widowed,Sales,Not-in-family,White,Female,overtime,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,>50K
working adult,Local-gov,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,overtime,United-States,<=50K
young adult,Private,Some-college,Never-married,Other-service,Own-child,White,Male,part-time,United-States,<=50K
working adult,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,full-time,United-States,>50K
young adult,Self-emp-not-inc,Assoc-voc,Never-married,Farming-fishing,Own-child,White,Male,overtime,United-States,<=50K
working adult,Private,Some-college,Separated,Exec-managerial,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Unmarried,White,Male,full-time,United-States,>50K
working adult,Private,Some-college,Divorced,Sales,Unmarried,White,Female,overtime,United-States,<=50K
working adult,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,full-time,United-States,<=50K
working adult,Private,Assoc-voc,Divorced,Handlers-cleaners,Unmarried,White,Female,full-time,United-States,<=50K
retirement,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,part-time,United-States,<=50K
young adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,overtime,United-States,<=50K
young adult,Private,HS-grad,Never-married,Sales,Unmarried,White,Male,overtime,United-States,<=50K
young adult,Private,Some-college,Never-married,Sales,Own-child,White,Female,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,part-time,United-States,<=50K
working adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,<=50K
childhood,Private,12th,Never-married,Adm-clerical,Own-child,White,Female,part-time,United-States,<=50K
working adult,Private,1st-4th,Never-married,Craft-repair,Not-in-family,White,Male,full-time,Mexico,<=50K
working adult,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,full-time,United-States,<=50K
young adult,Private,10th,Never-married,Other-service,Other-relative,Black,Male,part-time,United-States,<=50K
working adult,Private,Bachelors,Divorced,Tech-support,Unmarried,White,Female,full-time,United-States,<=50K
working adult,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
working adult,Private,1st-4th,Married-spouse-absent,Other-service,Own-child,Other,Female,full-time,Dominican-Republic,<=50K
working adult,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Divorced,Adm-clerical,Other-relative,White,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,part-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,<=50K
working adult,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Self-emp-not-inc,Assoc-acdm,Divorced,Tech-support,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,full-time,United-States,>50K
working adult,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
working adult,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,part-time,United-States,<=50K
working adult,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
young adult,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,overtime,United-States,<=50K
working adult,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,overtime,United-States,<=50K
working adult,Local-gov,Masters,Widowed,Prof-specialty,Unmarried,White,Female,part-time,United-States,<=50K
working adult,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,overtime,United-States,>50K
young adult,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,part-time,United-States,<=50K
working adult,Private,12th,Never-married,Sales,Unmarried,Black,Female,full-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,full-time,Portugal,<=50K
working adult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
working adult,Private,10th,Never-married,Other-service,Not-in-family,White,Male,full-time,United-States,<=50K
young adult,Private,12th,Never-married,Other-service,Own-child,White,Male,part-time,United-States,<=50K
working adult,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,White,Female,part-time,United-States,>50K
working adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,Cuba,>50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,Masters,Widowed,Prof-specialty,Unmarried,Black,Female,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
working adult,Private,Bachelors,Separated,Sales,Not-in-family,White,Male,full-time,United-States,>50K
working adult,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,part-time,United-States,<=50K
young adult,Private,9th,Never-married,Other-service,Own-child,Black,Male,full-time,United-States,<=50K
working adult,Private,9th,Divorced,Sales,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,overtime,United-States,>50K
working adult,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,full-time,Dominican-Republic,<=50K
working adult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,overtime,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,full-time,United-States,<=50K
working adult,Federal-gov,Some-college,Never-married,Adm-clerical,Unmarried,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,full-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,overtime,United-States,<=50K
working adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,part-time,United-States,<=50K
young adult,Private,HS-grad,Never-married,Sales,Own-child,White,Female,overtime,United-States,<=50K
working adult,Private,Bachelors,Divorced,Sales,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,overtime,United-States,<=50K
young adult,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,State-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,full-time,United-States,<=50K
young adult,Private,11th,Never-married,Sales,Own-child,White,Female,full-time,United-States,<=50K
working adult,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,full-time,United-States,<=50K
young adult,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Male,full-time,United-States,<=50K
working adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
retirement,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,part-time,United-States,<=50K
retirement,Self-emp-not-inc,7th-8th,Widowed,Farming-fishing,Other-relative,White,Female,full-time,United-States,<=50K
working adult,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,full-time,United-States,<=50K
young adult,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,part-time,Mexico,<=50K
working adult,Private,9th,Married-civ-spouse,Farming-fishing,Husband,Black,Male,full-time,United-States,<=50K
working adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,>50K
retirement,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,full-time,United-States,<=50K
